agency_id,agency_business_entity_name,client_name
239,Sports Hydrant Pty Ltd,DFA Australia
239,Sports Hydrant Pty Ltd,Virgin Blue Group of Airlines
239,Sports Hydrant Pty Ltd,Eftpos Payments Australia
239,Sports Hydrant Pty Ltd,Confederation of Australian Sport
239,Sports Hydrant Pty Ltd,Touch Football Australia
239,Sports Hydrant Pty Ltd,The Brumbies
239,Sports Hydrant Pty Ltd,Surfing Australia
239,Sports Hydrant Pty Ltd,Australian Drug Foundation
239,Sports Hydrant Pty Ltd,Professional Golfers Association of Australia Ltd
239,Sports Hydrant Pty Ltd,Australian Golf Industry Council
239,Sports Hydrant Pty Ltd,Australian British Chamber of Commerce
239,Sports Hydrant Pty Ltd,Equestrian Australia Ltd
239,Sports Hydrant Pty Ltd,The Big Issue in Australia Ltd
239,Sports Hydrant Pty Ltd,Australian University Sport Ltd
239,Sports Hydrant Pty Ltd,Local Organising Committee AFC Asian Cup Australia 2015 Ltd
239,Sports Hydrant Pty Ltd,Baseball Australia
239,Sports Hydrant Pty Ltd,Australian Olympic Committee
665,Spring Street Advisory,Vestas Australian Wind Technology Pty Ltd
665,Spring Street Advisory,Olex Australia Pty Ltd
665,Spring Street Advisory,Infoxchange
108,ST CLAIR Anthony William,MBDenergy
108,ST CLAIR Anthony William,Envest Eco City Pty Ltd
490,Staindl Strategic Pty Ltd,Pacific Hydro
490,Staindl Strategic Pty Ltd,Sita Environmental Solutions
490,Staindl Strategic Pty Ltd,LD Network
490,Staindl Strategic Pty Ltd,Nimble Australia Pty Ltd
490,Staindl Strategic Pty Ltd,Keppel Prince Engineering Pty Ltd
66,Statecraft,POSCO Australia
66,Statecraft,KEPCO Australia
66,Statecraft,Hume Coal
66,Statecraft,Novartis
66,Statecraft,Dimension Data
66,Statecraft,Bouygues Construction Australia
66,Statecraft,Moelis and Company
66,Statecraft,AbbVie Pty Ltd
66,Statecraft,WWF Australia
66,Statecraft,KordaMentha Pty Ltd
66,Statecraft,Asciano
66,Statecraft,Yancoal
385,Strategic Partnership Group (Aust) Pty Limited,Fertility Society of Australia
385,Strategic Partnership Group (Aust) Pty Limited,IVF Directors Group
385,Strategic Partnership Group (Aust) Pty Limited,Linfox Pty Limited
385,Strategic Partnership Group (Aust) Pty Limited,Baseplan Software Pty Limited
385,Strategic Partnership Group (Aust) Pty Limited,Australian Fertility Medicine Foundation
385,Strategic Partnership Group (Aust) Pty Limited,Performance English Pty Ltd
642,StratHouse Pty Ltd,Telstra Limited
642,StratHouse Pty Ltd,GMHBA Limited
642,StratHouse Pty Ltd,Northern Futures
642,StratHouse Pty Ltd,EYEfi Pty Ltd
642,StratHouse Pty Ltd,City of Greater Geelong
642,StratHouse Pty Ltd,Committee for Geelong
642,StratHouse Pty Ltd,Geelong Chamber of Commerce
642,StratHouse Pty Ltd,G21 Geelong Region Alliance
642,StratHouse Pty Ltd,Mercedes Benz
528,SYSTECH Consultants Pty Ltd,Hagenuk Marinekommunikation GmbH
528,SYSTECH Consultants Pty Ltd,Airbus Defence and Space
235,The Agenda Group Pty Ltd,Epworth Health Care
235,The Agenda Group Pty Ltd,Regional Capitals Australia
235,The Agenda Group Pty Ltd,The Australian Orthotic Prosthetic Association Inc.
235,The Agenda Group Pty Ltd,Maurice Blackburn Lawyers
235,The Agenda Group Pty Ltd,Mackay Regional Council
235,The Agenda Group Pty Ltd,Melbourne Stem Cell Centre
235,The Agenda Group Pty Ltd,Photography Studies College (Melbourne)
9,The Canberra Institute,Emirates Trading Australia
9,The Canberra Institute,Australian Agricultural Resources
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Australian Music Association
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Prudentia Investments Pty Ltd
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Invictus Solutions Pty Ltd trading as Majella Global Technologies
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,JCP Investment Partners Ltd
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Asahi Group Holdings Ltd
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Australian Commercial and Entertainment Technologies Association
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Meridian Energy Australia Pty Ltd
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Independent Distillers (Aust) Pty Ltd
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Asahi Premium Beverages Pty Ltd
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Australian Multicultural Community Services
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,Musical Futures Australia
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,H R Nicholls Society
292,The Civic Group Holdings Pty Ltd and Highchair Pty Ltd,DomaCom Limited
90,The Fifth Estate Consultancy Pty Ltd,Visy Pty Ltd
90,The Fifth Estate Consultancy Pty Ltd,Pratt Holdings Pty Ltd
450,The Humphrey Company Pty Limited,AMI International
450,The Humphrey Company Pty Limited,Project Flinders Pty Ltd
268,The Premier Communications Group Pty Ltd.,Phebra
268,The Premier Communications Group Pty Ltd.,Astute Training
268,The Premier Communications Group Pty Ltd.,Global Orthopaedic Technology
268,The Premier Communications Group Pty Ltd.,Australasian Health Manufacturers and Development Association Incorporated
268,The Premier Communications Group Pty Ltd.,Australian Nursing and Midwifery Federation 
268,The Premier Communications Group Pty Ltd.,Twentieth Man Fund Incorporated
268,The Premier Communications Group Pty Ltd.,Associazione Sportivo Australia (ASA)
408,The Six Hats - Investor Relations Pty Ltd,Wentworth Community Housing 
408,The Six Hats - Investor Relations Pty Ltd,Stroud Heritage Conservation Incorporated
95,The Strategic Counsel Pty Ltd,Roche Products
95,The Strategic Counsel Pty Ltd,Blackmores
95,The Strategic Counsel Pty Ltd,Hearing Care Industry Association
95,The Strategic Counsel Pty Ltd,Australian Pharmaceutical Industries Ltd
95,The Strategic Counsel Pty Ltd,Aspen Medical Pty Ltd
95,The Strategic Counsel Pty Ltd,Servier Laboratories (Aust) Pty Ltd
95,The Strategic Counsel Pty Ltd,Vision Eye Institute
95,The Strategic Counsel Pty Ltd,Abbott Australasia.Pty Ltd
95,The Strategic Counsel Pty Ltd,Post and Antenatal Depression Association 
95,The Strategic Counsel Pty Ltd,Fresenius Kabi Australia Pty Ltd
95,The Strategic Counsel Pty Ltd,bioCSL Pty Limited
95,The Strategic Counsel Pty Ltd,OPTUM HEALTH & TECHNOLOGY (AUSTRALIA) PTY LTD
95,The Strategic Counsel Pty Ltd,CSL Limited
95,The Strategic Counsel Pty Ltd,CSL Behring (Australia) Pty Ltd
424,The Taylor Street Consultancy P/L,Lend Lease
424,The Taylor Street Consultancy P/L,Intercontinental Hotels Group
424,The Taylor Street Consultancy P/L,NRMA Motoring and Services 
424,The Taylor Street Consultancy P/L,The Dockside Group 
424,The Taylor Street Consultancy P/L,SAP Australia Pty Ltd
145,The Trustee for Bespoke Business Trust,KKR
145,The Trustee for Bespoke Business Trust,Genesee  Wyoming Australia
145,The Trustee for Bespoke Business Trust,Nyrstar
145,The Trustee for Bespoke Business Trust,Hansen Yuncken Pty Ltd and Leighton Contractors Pty Ltd Joint Venture
145,The Trustee for Bespoke Business Trust,Lend Lease Corporation Limited
145,The Trustee for Bespoke Business Trust,Santos Ltd
145,The Trustee for Bespoke Business Trust,The Trustee for The PricewaterhouseCoopers Services Trust
145,The Trustee for Bespoke Business Trust,The Trustee for Julian Burton Burns Trust
145,The Trustee for Bespoke Business Trust,Financial Planning Association of Australia Limited
145,The Trustee for Bespoke Business Trust,GenesisCare Pty Ltd
145,The Trustee for Bespoke Business Trust,Common Ground Adelaide 
145,The Trustee for Bespoke Business Trust,Association of Australian Medical Research Institutes
145,The Trustee for Bespoke Business Trust,BAE Systems Australia
145,The Trustee for Bespoke Business Trust,Asciano Limited
145,The Trustee for Bespoke Business Trust,Toll Holdings Limited
145,The Trustee for Bespoke Business Trust,Evergrande Real Estate Group Limited
145,The Trustee for Bespoke Business Trust,ACE Insurance Ltd
589,The Trustee for Bespoke Territory Unit Trust,Seafarms Group Limited
550,The Trustee for Connelly Project Resources,Australia Zoo
550,The Trustee for Connelly Project Resources,Holcim (Australia) Pty Ltd
550,The Trustee for Connelly Project Resources,WJFN Holdings Pty Ltd
550,The Trustee for Connelly Project Resources,Wesley Mission Brisbane
550,The Trustee for Connelly Project Resources,Moreton Bay Sands P/L
550,The Trustee for Connelly Project Resources,Pine River Holdings P/L
550,The Trustee for Connelly Project Resources,Maroochydore Sands P/L
550,The Trustee for Connelly Project Resources,Cement Australia Pty Limited
653,THE TRUSTEE FOR DAB HAND TRUST  THE TRUSTEE FOR P.GARDNER.COM.AU UNIT TRUST,Dig and Fish PTY LTD
420,The trustee for ECG Advisory Trust,Wesfarmers
420,The trustee for ECG Advisory Trust,Cambridge ESOL
420,The trustee for ECG Advisory Trust,Coles Supermarkets
420,The trustee for ECG Advisory Trust,Serco Asia Pacific 
420,The trustee for ECG Advisory Trust,Transurban Group 
420,The trustee for ECG Advisory Trust,Youth Care WA
420,The trustee for ECG Advisory Trust,Peet Limited
420,The trustee for ECG Advisory Trust,Macquarie Group Services Australia Pty Ltd
420,The trustee for ECG Advisory Trust,Australia Pacific Airports Corporation Ltd
420,The trustee for ECG Advisory Trust, Dun and Bradstreet (Australia) Pty Ltd
420,The trustee for ECG Advisory Trust,National Automotive Leasing and Salary Packaging Association
420,The trustee for ECG Advisory Trust,Lion Pty Limited
41,The Trustee for Hilton Valley Investment,Outdoor Education Group
41,The Trustee for Hilton Valley Investment,R_Co Graphics
28,The Trustee for Markeit Family Trust,Gambit Technologies
28,The Trustee for Markeit Family Trust,Modular Engineered Building Systems Pty Ltd
28,The Trustee for Markeit Family Trust,Biocentral Laboratories
28,The Trustee for Markeit Family Trust,Australian Infrastructure Developments
28,The Trustee for Markeit Family Trust,BioFilm Solutions Pty Ltd
595,The trustee for Paripi Trust,One Click Interactive Pty  Ltd
595,The trustee for Paripi Trust,Ozzdocs
668,The Trustee for Sandra Eccles Family Trust,The Mirabel Foundation
668,The Trustee for Sandra Eccles Family Trust,BlueScope Steel Limited
668,The Trustee for Sandra Eccles Family Trust,PTTEP Australasia Pty Ltd
668,The Trustee for Sandra Eccles Family Trust,Crescent Capital Partners
117,The Trustee for the Bowden Family Trust,Group Training Australia
117,The Trustee for the Bowden Family Trust,TAFE Directors Australia
117,The Trustee for the Bowden Family Trust,Australian Self Medication Industry
117,The Trustee for the Bowden Family Trust,Evans and Peck Pty Ltd
117,The Trustee for the Bowden Family Trust,Hospitality Training Network
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,Mundipharma Pty Ltd
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,Ego Pharamceuticals Pty Ltd
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,Convatec Pty Ltd
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,ABBOTT DIABETESE CARE
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,Astellas Australia Pty Ltd
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,Tolmar Australia Pty Ltd 
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,Aspen Pharmacare Australia Pty Ltd A.B.N. 51 096 236 985
256,THE TRUSTEE FOR THE KIRCHMANN FAMILY TRUST,TEVA Pharma Australia Pty Ltd ABN 169 715 664
610,The Trusteee for the SRKM Trust,Ngaanyatjarra Media (Aboriginal Corporation)
610,The Trusteee for the SRKM Trust,Kalgoorlie Creche Inc.
610,The Trusteee for the SRKM Trust,Goldfields Masonic Homes Inc.
610,The Trusteee for the SRKM Trust,Goldfields Child Care Centre Inc.
240,The Write Connection Pty Ltd,InterGen (Australia)
240,The Write Connection Pty Ltd,SA Power Networks 
240,The Write Connection Pty Ltd,Group of Eight Universities
328,THEMA Consulting Pty Ltd,Shire Australia Pty Ltd
328,THEMA Consulting Pty Ltd,sanofi aventis
328,THEMA Consulting Pty Ltd,Bayer Australia Ltd
328,THEMA Consulting Pty Ltd,Lundbeck Australia Pty Ltd
328,THEMA Consulting Pty Ltd,Actelion Pharmaceuticals Australia Pty Limited
328,THEMA Consulting Pty Ltd,Biogen Idec Australia Pty Ltd
328,THEMA Consulting Pty Ltd,Novartis Pharmaceuticals Australia Pty Ltd
328,THEMA Consulting Pty Ltd,Boston Scientific Pty Ltd
328,THEMA Consulting Pty Ltd,Merck Sharp & Dohme (Australia) Pty Limited
328,THEMA Consulting Pty Ltd,GlaxoSmithKline Australia
328,THEMA Consulting Pty Ltd,Genomic Health Inc
152,TJM Consulting,Optometrist Association Australia NSW Division
540,TOURISM THINK TANK PTY LTD,CORAL BREEZE PTY LTD
540,TOURISM THINK TANK PTY LTD,EATON PLACE PTY LTD
540,TOURISM THINK TANK PTY LTD,QRE Pty Ltd
482,Transnational Consultancy and Training Services Pty Ltd,Bribie Bayside Cab Company Pty Ltd   DVA 
680,TSB Advisory Pty Ltd,Macquarie Group Limited
680,TSB Advisory Pty Ltd,Rare Cancers Australia
680,TSB Advisory Pty Ltd,Novartis Pharmaceuticals Australia Pty Ltd (Novartis Oncology)
161,Vanguard Consulting and Services Pty Ltd,Specialist Connect Pty Ltd (SCPL)
161,Vanguard Consulting and Services Pty Ltd,Australian Society of Ophthalmologists (ASO)
161,Vanguard Consulting and Services Pty Ltd,Australian Army Training Team Vietnam (AATTV) Association
161,Vanguard Consulting and Services Pty Ltd,Central Queensland Hospital and Health Service (CQHHS)
635,Visionary  Enterprising Management Services Pty Ltd,Service Skills Industry Alliance Inc.
635,Visionary  Enterprising Management Services Pty Ltd,Foodland Promotions
635,Visionary  Enterprising Management Services Pty Ltd,IGA (Metcash Trading Limited)
635,Visionary  Enterprising Management Services Pty Ltd,The Fourth Force Pty Ltd (trading as Drake Supermarkets)
635,Visionary  Enterprising Management Services Pty Ltd,South Australian Independent Retailers Inc 
615,Wabsley Pty Ltd,The Ginnen Group
615,Wabsley Pty Ltd,Oncology Massage Training
463,Walker Watterson Holdings Pty Ltd,Nutanix
463,Walker Watterson Holdings Pty Ltd,Emerson Network Power Australia Pty Ltd
463,Walker Watterson Holdings Pty Ltd,BIS Shrapnel Pty Limited
463,Walker Watterson Holdings Pty Ltd,Avaya Australia Pty Ltd
463,Walker Watterson Holdings Pty Ltd,Motorola Solutions Australia Pty Limited
463,Walker Watterson Holdings Pty Ltd,FireEye Inc.
463,Walker Watterson Holdings Pty Ltd,Riverbed Technology
463,Walker Watterson Holdings Pty Ltd,GoGet
463,Walker Watterson Holdings Pty Ltd,Desire2Learn
463,Walker Watterson Holdings Pty Ltd,Dimension Data
97,Wayne Smith,Renewable Energy Traders Australia
97,Wayne Smith,REC Agents Association
97,Wayne Smith,WestGen Pty Ltd
97,Wayne Smith,Australian Solar Council
97,Wayne Smith,Greenbank Environmental
97,Wayne Smith,InterWater Events Pty Ltd
428,Weber Shandwick Worldwide,AstraZeneca Pty Ltd
428,Weber Shandwick Worldwide,Nutricia Australia Pty Ltd
428,Weber Shandwick Worldwide,IHMS
428,Weber Shandwick Worldwide,G4S
428,Weber Shandwick Worldwide,Australian Aerospace Limited
428,Weber Shandwick Worldwide,Ocean Spray
428,Weber Shandwick Worldwide,Ticketmaster Australasia Pty Ltd
428,Weber Shandwick Worldwide,FP Markets
428,Weber Shandwick Worldwide,Economic Development Board of South Australia
428,Weber Shandwick Worldwide,Macquarie University 
428,Weber Shandwick Worldwide,MasterCard 
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,Zurich Financial Services Australia Limited
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,Sonartech Atlas Pty Ltd
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,Church of Scientology Australia
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,No TasWind Farm Group
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,AMP Limited
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,British American Tobacco Australia
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,Black Dog Institute
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,Eakin McCaffery Cox Lawyers
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,Nicoventures Australia Pty Limited
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,The Smith Family
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,James Hardie lndustries plc
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,ThyssenKrupp Marine Systems Australia Pty Ltd
503,WELLS HASLEM STRATEGIC PUBLIC AFFAIRS PTY. LTD.,BMW Group Financial Services
584,Willard Public Affairs Pty Limited,Vertex Pharmaceuticals (Australia) Pty Ltd
584,Willard Public Affairs Pty Limited,United States Chamber of Commerce
584,Willard Public Affairs Pty Limited,G.I Smoker and M.R Tudehope
584,Willard Public Affairs Pty Limited,Zoetis Australia Pty Ltd
584,Willard Public Affairs Pty Limited,Mary Smoker and Amanda Fairjones Partnership
584,Willard Public Affairs Pty Limited,McBeath Pharmacy Westmead Pty Limited
584,Willard Public Affairs Pty Limited,Tolmar Australia Pty Limited
584,Willard Public Affairs Pty Limited,Audi Australia Pty Ltd
584,Willard Public Affairs Pty Limited,Volkswagen Group Australia Pty Ltd
584,Willard Public Affairs Pty Limited,Porsche Cars Australia Pty Ltd
584,Willard Public Affairs Pty Limited,ATEC Rail Group Pty Ltd 
584,Willard Public Affairs Pty Limited,Poche Centre for Indigenous Health
591,WILLIAM R & SUSAN V HASSELL,Nicolas Julien Staelens
591,WILLIAM R & SUSAN V HASSELL,Jean Marc Staelens
591,WILLIAM R & SUSAN V HASSELL,Christel Nicole Francine Staelens
591,WILLIAM R & SUSAN V HASSELL,Lucas Staelens
641,Wurley Group Pty Ltd,Varian Medical Systems
641,Wurley Group Pty Ltd,Edwards Lifesciences Pty Ltd
641,Wurley Group Pty Ltd,Globus Medical Australia Pty Ltd
641,Wurley Group Pty Ltd,Tornier Pty Ltd
627,yconsults group pty ltd,Telstra Corporation
